Timestamp,Config_ID,Episode,Avg_Reward,Loss,Epsilon
2026-04-14 20:36:07,v4.0_default,31,-4.0696,0.0000,0.7796
2026-04-14 20:36:21,v4.0_default,32,-5.8728,12031.8916,0.7733
2026-04-14 20:36:45,v4.0_default,33,-5.5794,872.3739,0.7672
2026-04-14 20:37:19,v4.0_default,34,-4.9211,812.9880,0.7610
2026-04-14 20:37:41,v4.0_default,35,-2.0089,682.7600,0.7549
2026-04-14 20:37:54,v4.0_default,36,-2.8918,565.0293,0.7489
2026-04-14 20:38:07,v4.0_default,37,-5.5098,424.4466,0.7429
2026-04-14 20:38:20,v4.0_default,38,-5.1203,433.7161,0.7370
2026-04-14 20:38:35,v4.0_default,39,-6.4031,354.2409,0.7311
2026-04-14 20:38:50,v4.0_default,40,-2.2316,432.4980,0.7252
2026-04-14 20:39:04,v4.0_default,41,-4.6800,478.9572,0.7194
2026-04-14 20:39:20,v4.0_default,42,-1.4910,363.8591,0.7137
2026-04-14 20:39:36,v4.0_default,43,-5.3891,2288.2448,0.7079
2026-04-14 20:39:50,v4.0_default,44,-2.8591,217.4465,0.7023
2026-04-14 20:40:04,v4.0_default,45,-6.3898,286.3466,0.6967
2026-04-14 20:40:18,v4.0_default,46,-1.5985,431.7189,0.6911
2026-04-14 20:40:32,v4.0_default,47,-1.9891,936.9869,0.6856
2026-04-14 20:40:45,v4.0_default,48,-5.5388,192.1146,0.6801
2026-04-14 20:41:00,v4.0_default,49,-4.5905,288.0931,0.6746
2026-04-14 20:41:15,v4.0_default,50,-5.8212,187.0092,0.6692
2026-04-14 20:41:30,v4.0_default,51,-5.1673,220.1163,0.6639
2026-04-14 20:41:44,v4.0_default,52,-6.2987,121.3189,0.6586
2026-04-14 20:41:57,v4.0_default,53,-4.8576,2831.7961,0.6533
2026-04-14 20:42:11,v4.0_default,54,-5.8789,153.8983,0.6481
2026-04-14 20:42:28,v4.0_default,55,-5.7987,310.9361,0.6429
2026-04-14 20:42:55,v4.0_default,56,-5.2960,157.7254,0.6378
2026-04-14 20:43:09,v4.0_default,57,-6.4894,117.9644,0.6327
2026-04-14 20:43:23,v4.0_default,58,-3.8635,271.3483,0.6276
2026-04-14 20:43:44,v4.0_default,59,-3.7219,205.9273,0.6226
2026-04-14 20:43:57,v4.0_default,60,-6.6436,151.2189,0.6176
2026-04-14 20:44:11,v4.0_default,61,-5.4103,158.6473,0.6126
2026-04-14 20:44:25,v4.0_default,62,-4.5628,150.1731,0.6077
2026-04-14 20:44:38,v4.0_default,63,-5.2526,156.7430,0.6029
2026-04-14 20:44:51,v4.0_default,64,-6.1633,97.3364,0.5981
2026-04-14 20:45:04,v4.0_default,65,-6.3168,125.1780,0.5933
2026-04-14 20:45:18,v4.0_default,66,-5.6425,109.3196,0.5885
2026-04-14 20:45:31,v4.0_default,67,-4.3474,611.8184,0.5838
2026-04-14 20:45:45,v4.0_default,68,-3.1478,98.3313,0.5792
2026-04-14 20:45:58,v4.0_default,69,-6.3778,553.6184,0.5745
2026-04-14 20:46:12,v4.0_default,70,-4.5307,84.1751,0.5699
2026-04-14 20:46:25,v4.0_default,71,-4.1640,93.7286,0.5654
2026-04-14 20:46:39,v4.0_default,72,-6.7125,101.4049,0.5608
2026-04-14 20:46:52,v4.0_default,73,-5.0551,84.8589,0.5564
2026-04-14 20:47:05,v4.0_default,74,-5.4942,79.4265,0.5519
2026-04-14 20:47:18,v4.0_default,75,-3.4535,98.7642,0.5475
2026-04-14 20:47:31,v4.0_default,76,-6.1290,208.4476,0.5431
2026-04-14 20:47:45,v4.0_default,77,-5.0579,100.8959,0.5388
2026-04-14 20:48:03,v4.0_default,78,-6.0707,80.5035,0.5345
2026-04-14 20:48:19,v4.0_default,79,-5.7172,84.2760,0.5302
2026-04-14 20:48:35,v4.0_default,80,-6.8162,76.4506,0.5259
2026-04-14 20:48:48,v4.0_default,81,-5.9435,83.2945,0.5217
2026-04-14 20:49:02,v4.0_default,82,-4.9915,78.9164,0.5176
2026-04-14 20:49:16,v4.0_default,83,-6.7781,88.1407,0.5134
2026-04-14 20:49:30,v4.0_default,84,-6.5033,448.4440,0.5093
2026-04-14 20:49:44,v4.0_default,85,-5.6012,83.3470,0.5052
2026-04-14 20:49:58,v4.0_default,86,-5.7070,75.4745,0.5012
2026-04-14 20:50:14,v4.0_default,87,-6.6147,84.7191,0.4972
2026-04-14 20:50:28,v4.0_default,88,-6.9240,71.9573,0.4932
2026-04-14 20:50:42,v4.0_default,89,-5.8315,75.6329,0.4893
2026-04-14 20:50:55,v4.0_default,90,-4.3623,81.1347,0.4853
2026-04-14 20:51:10,v4.0_default,91,-6.5492,108.4342,0.4815
2026-04-14 20:51:23,v4.0_default,92,-6.9395,75.6357,0.4776
2026-04-14 20:51:39,v4.0_default,93,-4.6637,88.2035,0.4738
2026-04-14 20:51:53,v4.0_default,94,-6.9466,144.2491,0.4700
2026-04-14 20:52:06,v4.0_default,95,-6.7050,116.9263,0.4662
2026-04-14 20:52:20,v4.0_default,96,-4.5843,88.8266,0.4625
2026-04-14 20:52:33,v4.0_default,97,-6.0388,93.4400,0.4588
2026-04-14 20:52:47,v4.0_default,98,-6.4247,76.4688,0.4551
2026-04-14 20:53:00,v4.0_default,99,-5.9372,77.7343,0.4515
2026-04-14 20:53:14,v4.0_default,100,-5.6485,88.4455,0.4479
2026-04-14 20:53:27,v4.0_default,101,-5.2761,80.1131,0.4443
2026-04-14 20:53:42,v4.0_default,102,-6.0654,91.1612,0.4407
2026-04-14 20:53:55,v4.0_default,103,-6.4195,89.1274,0.4372
2026-04-14 20:54:08,v4.0_default,104,-2.7564,69.9324,0.4337
2026-04-14 20:54:22,v4.0_default,105,-7.1537,70.4585,0.4303
2026-04-14 20:54:34,v4.0_default,106,-5.5770,84.1161,0.4268
2026-04-14 20:54:47,v4.0_default,107,-6.7696,64.7469,0.4234
2026-04-14 20:55:00,v4.0_default,108,-2.6844,67.3152,0.4200
2026-04-14 20:55:14,v4.0_default,109,-6.4424,109.1488,0.4167
2026-04-14 20:55:27,v4.0_default,110,-6.6044,79.1521,0.4133
2026-04-14 20:55:40,v4.0_default,111,-6.9270,69.6803,0.4100
2026-04-14 20:55:53,v4.0_default,112,-6.4022,67.2873,0.4067
2026-04-14 20:56:07,v4.0_default,113,-6.2827,124.6394,0.4035
2026-04-14 20:56:20,v4.0_default,114,-4.2332,74.8084,0.4002
2026-04-14 20:56:33,v4.0_default,115,-6.2767,79.4188,0.3970
2026-04-14 20:56:47,v4.0_default,116,-5.3367,88.6978,0.3939
2026-04-14 20:57:00,v4.0_default,117,-6.2628,60.6910,0.3907
2026-04-14 20:57:13,v4.0_default,118,-6.6791,71.6175,0.3876
2026-04-14 20:57:26,v4.0_default,119,-7.1085,65.7587,0.3845
2026-04-14 20:57:39,v4.0_default,120,-6.8333,69.9498,0.3814
2026-04-14 20:57:53,v4.0_default,121,-5.6191,106.0879,0.3784
2026-04-14 20:58:06,v4.0_default,122,-6.4191,77.9775,0.3753
2026-04-14 20:58:19,v4.0_default,123,-6.7023,72.5421,0.3723
2026-04-14 20:58:33,v4.0_default,124,-6.8767,80.5320,0.3694
2026-04-14 20:58:49,v4.0_default,125,-6.7381,87.0031,0.3664
2026-04-14 20:59:03,v4.0_default,126,-6.6598,76.3759,0.3635
2026-04-14 20:59:16,v4.0_default,127,-6.4365,72.1671,0.3606
2026-04-14 20:59:30,v4.0_default,128,-6.8310,76.5205,0.3577
2026-04-14 20:59:44,v4.0_default,129,-6.6280,76.3464,0.3548
2026-04-14 20:59:58,v4.0_default,130,-6.8659,75.6236,0.3520
2026-04-14 21:00:11,v4.0_default,131,-4.8781,76.1038,0.3492
2026-04-14 21:00:24,v4.0_default,132,-3.8360,75.8394,0.3464
2026-04-14 21:00:37,v4.0_default,133,-7.1844,71.3637,0.3436
2026-04-14 21:00:51,v4.0_default,134,-5.5094,75.7263,0.3409
2026-04-14 21:01:04,v4.0_default,135,-6.6128,93.9646,0.3381
2026-04-14 21:01:17,v4.0_default,136,-7.1409,75.8647,0.3354
2026-04-14 21:01:31,v4.0_default,137,-5.6697,68.3347,0.3327
2026-04-14 21:01:45,v4.0_default,138,-7.0115,67.6795,0.3301
2026-04-14 21:02:00,v4.0_default,139,-7.0346,75.9213,0.3274
2026-04-14 21:02:13,v4.0_default,140,-5.9279,74.3760,0.3248
2026-04-14 21:02:26,v4.0_default,141,-5.5758,74.6338,0.3222
2026-04-14 21:02:39,v4.0_default,142,-5.1599,77.7415,0.3196
2026-04-14 21:02:52,v4.0_default,143,-4.1696,75.2756,0.3171
2026-04-14 21:03:05,v4.0_default,144,-4.8897,75.5054,0.3145
2026-04-14 21:03:18,v4.0_default,145,-6.7726,69.3034,0.3120
2026-04-14 21:03:30,v4.0_default,146,-7.0346,67.1829,0.3095
2026-04-14 21:03:44,v4.0_default,147,-5.3049,70.7609,0.3071
2026-04-14 21:03:56,v4.0_default,148,-7.0865,78.4999,0.3046
2026-04-14 21:04:09,v4.0_default,149,-5.0659,74.2772,0.3022
2026-04-14 21:04:22,v4.0_default,150,-5.6802,69.0035,0.2997
2026-04-14 21:04:34,v4.0_default,151,-6.8354,85.6656,0.2973
2026-04-14 21:04:47,v4.0_default,152,-6.3290,81.4172,0.2950
2026-04-14 21:04:59,v4.0_default,153,-7.1403,76.5208,0.2926
2026-04-14 21:05:12,v4.0_default,154,-5.8095,78.2783,0.2903
2026-04-14 21:05:24,v4.0_default,155,-4.9461,74.1748,0.2879
2026-04-14 21:05:37,v4.0_default,156,-6.3335,73.6298,0.2856
2026-04-14 21:05:50,v4.0_default,157,-1.5004,77.6244,0.2834
2026-04-14 21:06:02,v4.0_default,158,-6.9660,72.9312,0.2811
2026-04-14 21:06:15,v4.0_default,159,-5.5200,72.5410,0.2788
2026-04-14 21:06:27,v4.0_default,160,-7.1612,78.1411,0.2766
2026-04-14 21:06:40,v4.0_default,161,-7.1314,72.9043,0.2744
2026-04-14 21:06:52,v4.0_default,162,-3.6281,68.2625,0.2722
2026-04-14 21:07:05,v4.0_default,163,-6.1999,80.4622,0.2700
2026-04-14 21:07:17,v4.0_default,164,-6.8873,77.2421,0.2679
2026-04-14 21:07:30,v4.0_default,165,-6.4046,72.3634,0.2657
2026-04-14 21:07:43,v4.0_default,166,-5.6566,72.5567,0.2636
2026-04-14 21:07:55,v4.0_default,167,-6.6241,70.2635,0.2615
2026-04-14 21:08:08,v4.0_default,168,-6.5452,62.1410,0.2594
2026-04-14 21:08:21,v4.0_default,169,-6.8167,64.8249,0.2573
2026-04-14 21:08:33,v4.0_default,170,-7.2199,67.2820,0.2553
2026-04-14 21:08:46,v4.0_default,171,-7.0256,71.4546,0.2532
2026-04-14 21:08:58,v4.0_default,172,-6.4600,71.6557,0.2512
2026-04-14 21:09:11,v4.0_default,173,-6.9270,70.5342,0.2492
2026-04-14 21:09:24,v4.0_default,174,-6.0007,66.5554,0.2472
2026-04-14 21:09:36,v4.0_default,175,-7.4800,72.5525,0.2452
2026-04-14 21:09:49,v4.0_default,176,-7.0532,69.5847,0.2433
2026-04-14 21:10:02,v4.0_default,177,-6.5712,74.1364,0.2413
2026-04-14 21:10:14,v4.0_default,178,-5.0770,70.5841,0.2394
2026-04-14 21:10:26,v4.0_default,179,-5.7399,68.0081,0.2375
2026-04-14 21:10:39,v4.0_default,180,-7.1729,74.1236,0.2356
2026-04-14 21:10:51,v4.0_default,181,-6.7346,67.1626,0.2337
2026-04-14 21:11:04,v4.0_default,182,-6.4837,68.3412,0.2318
2026-04-14 21:11:17,v4.0_default,183,-6.3405,75.9264,0.2300
2026-04-14 21:11:30,v4.0_default,184,-6.5692,73.9052,0.2281
2026-04-14 21:11:43,v4.0_default,185,-3.4690,83.9655,0.2263
2026-04-14 21:11:56,v4.0_default,186,-6.4662,77.4571,0.2245
2026-04-14 21:12:08,v4.0_default,187,-5.9353,71.5213,0.2227
2026-04-14 21:12:21,v4.0_default,188,-5.5587,64.2313,0.2209
2026-04-14 21:12:33,v4.0_default,189,-6.5032,79.1271,0.2191
2026-04-14 21:12:46,v4.0_default,190,-7.1546,68.2360,0.2174
2026-04-14 21:12:58,v4.0_default,191,-6.3383,75.8980,0.2156
2026-04-14 21:13:11,v4.0_default,192,-6.3544,74.2713,0.2139
2026-04-14 21:13:23,v4.0_default,193,-6.5617,79.6453,0.2122
2026-04-14 21:13:36,v4.0_default,194,-6.8976,71.3457,0.2105
2026-04-14 21:13:49,v4.0_default,195,-6.9017,72.0654,0.2088
2026-04-14 21:14:01,v4.0_default,196,-6.8222,69.5809,0.2072
2026-04-14 21:14:14,v4.0_default,197,-6.7512,70.5179,0.2055
2026-04-14 21:14:26,v4.0_default,198,-6.0879,74.8845,0.2039
2026-04-14 21:14:39,v4.0_default,199,-4.4963,74.9287,0.2022
2026-04-14 21:14:51,v4.0_default,200,-7.1625,88.1839,0.2006
2026-04-14 21:15:04,v4.0_default,201,-6.9694,91.0204,0.1990
2026-04-14 21:15:16,v4.0_default,202,-6.9356,92.0294,0.1974
2026-04-14 21:15:29,v4.0_default,203,-6.5711,83.8572,0.1958
2026-04-14 21:15:41,v4.0_default,204,-7.3996,94.9786,0.1943
2026-04-14 21:15:55,v4.0_default,205,-6.9231,76.1652,0.1927
2026-04-14 21:16:15,v4.0_default,206,-7.0631,88.1563,0.1912
2026-04-14 21:16:50,v4.0_default,207,-6.9248,89.9099,0.1896
2026-04-14 21:17:17,v4.0_default,208,-7.7319,79.4357,0.1881
2026-04-14 21:17:32,v4.0_default,209,-6.9141,80.2273,0.1866
2026-04-14 21:17:47,v4.0_default,210,-3.9399,76.4414,0.1851
2026-04-14 21:18:00,v4.0_default,211,-6.5587,97.0520,0.1836
2026-04-14 21:18:14,v4.0_default,212,-6.0078,85.0739,0.1822
2026-04-14 21:18:27,v4.0_default,213,-5.7826,82.9712,0.1807
2026-04-14 21:18:40,v4.0_default,214,-6.8950,94.9968,0.1793
2026-04-14 21:19:20,v4.0_default,215,-6.7810,98.2182,0.1778
2026-04-14 21:19:56,v4.0_default,216,-6.5922,90.7544,0.1764
2026-04-14 21:20:30,v4.0_default,217,-6.2797,77.0887,0.1750
2026-04-14 21:20:50,v4.0_default,218,-6.7340,88.0456,0.1736
2026-04-14 21:21:04,v4.0_default,219,-6.8098,88.3127,0.1722
2026-04-14 21:21:18,v4.0_default,220,-7.2822,82.6391,0.1708
2026-04-14 21:21:32,v4.0_default,221,-6.6895,98.0045,0.1695
2026-04-14 21:21:46,v4.0_default,222,-5.2644,102.2939,0.1681
2026-04-14 21:22:01,v4.0_default,223,-7.4151,98.9830,0.1668
2026-04-14 21:22:16,v4.0_default,224,-6.4832,90.8793,0.1654
2026-04-14 21:22:30,v4.0_default,225,-6.6083,95.5432,0.1641
2026-04-14 21:22:44,v4.0_default,226,-7.2380,101.5864,0.1628
2026-04-14 21:23:10,v4.0_default,227,-4.0619,96.0941,0.1615
2026-04-14 21:23:47,v4.0_default,228,-6.7184,101.2907,0.1602
2026-04-14 21:24:21,v4.0_default,229,-7.2516,85.7539,0.1589
2026-04-14 21:24:57,v4.0_default,230,-3.6187,95.3622,0.1576
2026-04-14 21:25:32,v4.0_default,231,-3.6206,89.1249,0.1564
2026-04-14 21:26:08,v4.0_default,232,-6.2880,98.9925,0.1551
2026-04-14 21:26:25,v4.0_default,233,-7.2517,93.8712,0.1539
2026-04-14 21:26:59,v4.0_default,234,-7.6386,95.8927,0.1527
2026-04-14 21:27:37,v4.0_default,235,-7.6832,96.9449,0.1514
2026-04-14 21:28:15,v4.0_default,236,-7.1537,90.0564,0.1502
2026-04-14 21:28:51,v4.0_default,237,-7.4409,93.5188,0.1490
2026-04-14 21:29:27,v4.0_default,238,-4.9470,84.2568,0.1478
2026-04-14 21:30:01,v4.0_default,239,-6.5265,87.3139,0.1467
2026-04-14 21:30:35,v4.0_default,240,-6.9999,91.2429,0.1455
2026-04-14 21:31:11,v4.0_default,241,-6.7853,85.6438,0.1443
2026-04-14 21:31:45,v4.0_default,242,-6.4354,87.3433,0.1432
2026-04-14 21:32:21,v4.0_default,243,-5.9017,85.4843,0.1420
2026-04-14 21:32:57,v4.0_default,244,-3.4481,89.4253,0.1409
2026-04-14 21:33:33,v4.0_default,245,-5.0313,86.8415,0.1398
2026-04-14 21:34:08,v4.0_default,246,-4.7115,88.1095,0.1386
2026-04-14 21:34:43,v4.0_default,247,-5.4851,96.7831,0.1375
2026-04-14 21:35:19,v4.0_default,248,-6.0641,85.5485,0.1364
2026-04-14 21:35:53,v4.0_default,249,-6.9994,87.4940,0.1353
2026-04-14 21:36:29,v4.0_default,250,-5.9632,82.7510,0.1343
2026-04-14 21:37:04,v4.0_default,251,-6.6119,90.4748,0.1332
2026-04-14 21:37:39,v4.0_default,252,-6.7880,84.7783,0.1321
2026-04-14 21:38:14,v4.0_default,253,-5.9480,94.0340,0.1311
2026-04-14 21:38:49,v4.0_default,254,-6.4498,82.0362,0.1300
2026-04-14 21:39:23,v4.0_default,255,-7.0718,95.8477,0.1290
2026-04-14 21:39:58,v4.0_default,256,-6.1820,99.3244,0.1279
2026-04-14 21:40:32,v4.0_default,257,-6.9987,80.9331,0.1269
2026-04-14 21:41:06,v4.0_default,258,-6.6159,92.6181,0.1259
2026-04-14 21:41:41,v4.0_default,259,-6.1928,92.4178,0.1249
2026-04-14 21:42:16,v4.0_default,260,-6.4995,93.7304,0.1239
2026-04-14 21:42:50,v4.0_default,261,-6.8533,91.5178,0.1229
2026-04-14 21:43:25,v4.0_default,262,-7.6279,101.8313,0.1219
2026-04-14 21:43:59,v4.0_default,263,-6.5949,105.0072,0.1209
2026-04-14 21:44:35,v4.0_default,264,-6.0477,94.2333,0.1200
2026-04-14 21:45:12,v4.0_default,265,-5.9933,86.9983,0.1190
2026-04-14 21:45:48,v4.0_default,266,-6.6330,95.5301,0.1181
2026-04-14 21:46:22,v4.0_default,267,-6.5846,103.5049,0.1171
2026-04-14 21:46:58,v4.0_default,268,-6.6990,100.7902,0.1162
2026-04-14 21:47:33,v4.0_default,269,-6.0042,96.9224,0.1152
2026-04-14 21:48:09,v4.0_default,270,-7.4219,103.1274,0.1143
2026-04-14 21:48:44,v4.0_default,271,-7.1392,101.7475,0.1134
2026-04-14 21:49:19,v4.0_default,272,-4.6176,98.4172,0.1125
2026-04-14 21:49:54,v4.0_default,273,-6.0749,96.8553,0.1116
2026-04-14 21:50:29,v4.0_default,274,-7.1003,97.3229,0.1107
2026-04-14 21:51:03,v4.0_default,275,-5.9381,107.6374,0.1098
2026-04-14 21:51:38,v4.0_default,276,-5.9836,105.2963,0.1089
2026-04-14 21:52:13,v4.0_default,277,-7.2376,95.9599,0.1081
2026-04-14 21:52:49,v4.0_default,278,-7.1486,98.6110,0.1072
2026-04-14 21:53:22,v4.0_default,279,-5.9394,90.3039,0.1064
2026-04-14 21:53:56,v4.0_default,280,-6.7749,99.3238,0.1055
2026-04-14 21:54:30,v4.0_default,281,-7.5910,110.5590,0.1047
2026-04-14 21:55:04,v4.0_default,282,-4.8124,119.8477,0.1038
2026-04-14 21:55:38,v4.0_default,283,-6.9388,98.1977,0.1030
2026-04-14 21:56:12,v4.0_default,284,-6.9058,105.1192,0.1022
2026-04-14 21:56:46,v4.0_default,285,-7.9358,107.1051,0.1014
2026-04-14 21:57:23,v4.0_default,286,-5.6661,118.3463,0.1005
2026-04-14 21:57:58,v4.0_default,287,-5.7185,96.9830,0.0997
2026-04-14 21:58:36,v4.0_default,288,-5.7104,111.2686,0.0989
2026-04-14 21:59:09,v4.0_default,289,-6.8600,111.5559,0.0981
2026-04-14 21:59:43,v4.0_default,290,-6.0513,106.4392,0.0974
2026-04-14 22:00:17,v4.0_default,291,-5.6097,100.7804,0.0966
2026-04-14 22:00:51,v4.0_default,292,-7.5084,102.2293,0.0958
2026-04-14 22:01:26,v4.0_default,293,-5.1920,100.1105,0.0950
2026-04-14 22:01:59,v4.0_default,294,-6.8876,102.3155,0.0943
2026-04-14 22:02:32,v4.0_default,295,-7.0780,105.8286,0.0935
2026-04-14 22:03:06,v4.0_default,296,-6.6944,104.7283,0.0928
2026-04-14 22:03:40,v4.0_default,297,-6.4832,98.4242,0.0920
2026-04-14 22:04:14,v4.0_default,298,-6.9517,105.4734,0.0913
